Date,Disease,Age Group,Admissions
2023-06-03,Infections,0-18,6
2023-06-03,Pneumonia,0-18,11
2023-06-03,Pneumonia,66+,13
2023-06-03,Diabetes,nan,3
2023-06-03,Diabetes,nan,2
2023-06-03,Diabetes,19-35,4
2023-06-03,Flu,19-35,10
2023-06-03,Flu,0-18,11
2023-06-03,Flu,51-65,1
2023-06-03,Flu,19-35,10
2023-06-03,Flu,36-50,10
2023-06-04,Diabetes,0-18,8
2023-06-04,Flu,36-50,7
2023-06-04,Flu,nan,5
2023-06-04,Infections,0-18,6
2023-06-04,Infections,51-65,14
2023-06-04,Flu,51-65,8
2023-06-04,Diabetes,66+,11
2023-06-04,Diabetes,66+,7
2023-06-05,Infections,66+,9
2023-06-05,Pneumonia,36-50,5
2023-06-05,Diabetes,51-65,10
2023-06-05,Cardiac Issues,0-18,16
2023-06-05,Diabetes,0-18,9
2023-06-05,Diabetes,66+,13
2023-06-05,Flu,nan,13
2023-06-06,Flu,36-50,3
2023-06-06,Cardiac Issues,0-18,10
2023-06-06,Infections,66+,13
2023-06-06,Pneumonia,0-18,14
2023-06-06,Cardiac Issues,36-50,19
2023-06-06,Pneumonia,36-50,9
2023-06-06,Cardiac Issues,36-50,15
2023-06-06,Pneumonia,19-35,5
2023-06-06,Pneumonia,nan,14
2023-06-06,Cardiac Issues,nan,25
2023-06-06,Flu,19-35,5
2023-06-07,Diabetes,0-18,14
2023-06-07,Flu,0-18,8
2023-06-07,Flu,19-35,13
2023-06-07,Flu,nan,14
2023-06-07,Pneumonia,66+,5
2023-06-07,Diabetes,36-50,1
2023-06-07,Pneumonia,66+,12
2023-06-07,Cardiac Issues,66+,25
2023-06-07,Infections,0-18,11
2023-06-07,Cardiac Issues,19-35,21
2023-06-07,Pneumonia,51-65,8
2023-06-07,Pneumonia,51-65,14
2023-06-07,Flu,51-65,6
2023-06-07,Pneumonia,36-50,13
2023-06-07,Diabetes,51-65,11
2023-06-07,Flu,19-35,1
2023-06-07,Diabetes,51-65,6
2023-06-07,Flu,19-35,4
2023-06-08,Flu,66+,14
2023-06-08,Cardiac Issues,51-65,11
2023-06-08,Infections,0-18,8
2023-06-08,Flu,19-35,7
2023-06-08,Infections,19-35,12
2023-06-08,Infections,36-50,11
2023-06-08,Pneumonia,36-50,2
2023-06-08,Diabetes,nan,12
2023-06-09,Diabetes,36-50,4
2023-06-09,Cardiac Issues,nan,15
2023-06-09,Cardiac Issues,0-18,29
2023-06-09,Diabetes,19-35,2
2023-06-09,Infections,36-50,6
2023-06-09,Flu,36-50,12
2023-06-09,Infections,36-50,13
2023-06-09,Cardiac Issues,51-65,17
2023-06-09,Cardiac Issues,nan,24
2023-06-09,Flu,51-65,7
2023-06-09,Pneumonia,0-18,11
2023-06-09,Flu,19-35,4
2023-06-09,Diabetes,nan,4
2023-06-09,Pneumonia,0-18,11
2023-06-10,Flu,51-65,14
2023-06-10,Cardiac Issues,51-65,24
2023-06-10,Infections,66+,7
2023-06-10,Cardiac Issues,0-18,10
2023-06-10,Diabetes,66+,12
2023-06-10,Pneumonia,19-35,3
2023-06-10,Pneumonia,0-18,11
2023-06-11,Infections,19-35,7
2023-06-11,Pneumonia,66+,7
2023-06-11,Pneumonia,19-35,12
2023-06-11,Infections,66+,10
2023-06-11,Flu,51-65,1
2023-06-11,Pneumonia,66+,8
2023-06-11,Flu,nan,3
2023-06-11,Flu,66+,6
2023-06-11,Pneumonia,0-18,10
2023-06-12,Cardiac Issues,66+,14
2023-06-12,Pneumonia,36-50,14
2023-06-12,Infections,0-18,13
2023-06-12,Flu,66+,1
2023-06-12,Diabetes,19-35,8
2023-06-12,Diabetes,nan,9
2023-06-12,Pneumonia,36-50,9
2023-06-12,Infections,66+,3
2023-06-12,Diabetes,0-18,5
2023-06-12,Pneumonia,36-50,12
2023-06-12,Diabetes,19-35,6
2023-06-12,Pneumonia,nan,3
2023-06-12,Pneumonia,66+,4
2023-06-12,Pneumonia,0-18,10
2023-06-12,Diabetes,66+,8
2023-06-12,Pneumonia,66+,9
2023-06-13,Diabetes,36-50,7
2023-06-13,Diabetes,nan,11
2023-06-13,Cardiac Issues,51-65,15
2023-06-13,Cardiac Issues,nan,18
2023-06-13,Pneumonia,nan,14
2023-06-13,Cardiac Issues,nan,13
2023-06-13,Infections,19-35,6
2023-06-13,Cardiac Issues,66+,27
2023-06-13,Diabetes,nan,11
2023-06-13,Diabetes,nan,4
2023-06-13,Cardiac Issues,66+,14
2023-06-13,Diabetes,51-65,6
2023-06-13,Flu,19-35,8
2023-06-13,Diabetes,51-65,10
2023-06-13,Cardiac Issues,66+,12
2023-06-13,Pneumonia,19-35,9
2023-06-13,Flu,66+,14
2023-06-13,Diabetes,19-35,1
2023-06-14,Cardiac Issues,nan,20
2023-06-14,Flu,36-50,1
2023-06-14,Flu,nan,13
2023-06-14,Diabetes,19-35,4
2023-06-14,Infections,nan,3
2023-06-14,Diabetes,19-35,14
2023-06-14,Pneumonia,36-50,7
2023-06-14,Pneumonia,66+,4
2023-06-14,Pneumonia,51-65,9
2023-06-14,Diabetes,36-50,5
2023-06-14,Pneumonia,nan,13
2023-06-14,Diabetes,19-35,5
2023-06-15,Flu,0-18,3
2023-06-15,Flu,36-50,4
2023-06-15,Cardiac Issues,0-18,29
2023-06-15,Cardiac Issues,36-50,24
2023-06-15,Diabetes,nan,10
2023-06-15,Flu,nan,2
2023-06-15,Diabetes,51-65,13
2023-06-15,Infections,51-65,8
2023-06-15,Infections,36-50,2
2023-06-15,Diabetes,36-50,1
2023-06-15,Flu,66+,13
2023-06-15,Cardiac Issues,0-18,29
2023-06-15,Pneumonia,66+,3
2023-06-15,Infections,36-50,1
2023-06-15,Infections,nan,11
2023-06-16,Infections,19-35,12
2023-06-16,Flu,nan,7
2023-06-16,Infections,66+,10
2023-06-16,Flu,66+,10
2023-06-16,Diabetes,36-50,4
2023-06-16,Diabetes,51-65,4
2023-06-16,Cardiac Issues,nan,10
2023-06-17,Pneumonia,19-35,5
2023-06-17,Diabetes,51-65,11
2023-06-17,Diabetes,36-50,5
2023-06-17,Pneumonia,19-35,13
2023-06-17,Infections,nan,4
2023-06-17,Pneumonia,0-18,8
2023-06-17,Infections,19-35,2
2023-06-17,Cardiac Issues,19-35,22
2023-06-17,Diabetes,19-35,1
2023-06-17,Infections,51-65,14
2023-06-17,Diabetes,66+,14
2023-06-17,Diabetes,0-18,2
2023-06-17,Infections,19-35,10
2023-06-18,Infections,19-35,11
2023-06-18,Flu,nan,12
2023-06-18,Infections,66+,12
2023-06-18,Pneumonia,51-65,5
2023-06-18,Cardiac Issues,19-35,15
2023-06-18,Diabetes,66+,6
2023-06-18,Infections,66+,11
2023-06-18,Pneumonia,51-65,2
2023-06-18,Infections,36-50,6
2023-06-18,Cardiac Issues,66+,27
2023-06-18,Pneumonia,36-50,8
2023-06-18,Flu,36-50,14
2023-06-18,Cardiac Issues,51-65,20
2023-06-18,Flu,nan,8
2023-06-18,Cardiac Issues,19-35,29
2023-06-18,Cardiac Issues,51-65,29
2023-06-19,Flu,nan,3
2023-06-19,Pneumonia,66+,1
2023-06-19,Cardiac Issues,0-18,14
2023-06-19,Diabetes,0-18,4
2023-06-19,Infections,66+,6
2023-06-19,Infections,19-35,7
2023-06-19,Flu,66+,6
2023-06-20,Pneumonia,0-18,11
2023-06-20,Pneumonia,19-35,12
2023-06-20,Infections,19-35,1
2023-06-20,Cardiac Issues,0-18,24
2023-06-20,Flu,36-50,8
2023-06-21,Diabetes,66+,10
2023-06-21,Infections,51-65,6
2023-06-21,Cardiac Issues,66+,24
2023-06-21,Flu,19-35,10
2023-06-21,Diabetes,51-65,3
2023-06-21,Diabetes,66+,2
2023-06-21,Cardiac Issues,51-65,10
2023-06-21,Pneumonia,36-50,10
2023-06-21,Infections,nan,12
2023-06-21,Diabetes,51-65,8
2023-06-22,Flu,66+,1
2023-06-22,Infections,66+,7
2023-06-22,Infections,51-65,12
2023-06-22,Diabetes,0-18,11
2023-06-22,Infections,0-18,12
2023-06-22,Diabetes,36-50,4
2023-06-22,Infections,19-35,8
2023-06-22,Diabetes,36-50,6
2023-06-22,Pneumonia,nan,7
2023-06-22,Infections,66+,5
2023-06-22,Cardiac Issues,19-35,16
2023-06-22,Diabetes,19-35,13
2023-06-23,Pneumonia,nan,4
2023-06-23,Flu,66+,4
2023-06-23,Cardiac Issues,nan,18
2023-06-23,Diabetes,nan,12
2023-06-23,Pneumonia,66+,1
2023-06-23,Cardiac Issues,19-35,22
2023-06-23,Flu,19-35,1
2023-06-23,Flu,19-35,10
2023-06-23,Infections,19-35,7
2023-06-23,Infections,0-18,10
2023-06-23,Infections,66+,3
2023-06-23,Infections,66+,11
2023-06-24,Pneumonia,36-50,5
2023-06-24,Infections,19-35,6
2023-06-24,Flu,36-50,4
2023-06-24,Pneumonia,19-35,11
2023-06-24,Infections,66+,4
2023-06-24,Cardiac Issues,19-35,20
2023-06-24,Flu,19-35,4
2023-06-24,Diabetes,19-35,5
2023-06-24,Pneumonia,19-35,9
2023-06-24,Pneumonia,nan,7
2023-06-24,Cardiac Issues,36-50,22
2023-06-24,Diabetes,0-18,2
2023-06-24,Diabetes,19-35,12
2023-06-24,Pneumonia,51-65,14
2023-06-24,Cardiac Issues,0-18,29
2023-06-24,Cardiac Issues,66+,18
2023-06-25,Cardiac Issues,0-18,17
2023-06-25,Diabetes,19-35,5
2023-06-25,Diabetes,0-18,12
2023-06-25,Diabetes,0-18,8
2023-06-25,Flu,66+,1
2023-06-25,Flu,0-18,7
2023-06-25,Cardiac Issues,0-18,18
2023-06-26,Infections,51-65,7
2023-06-26,Flu,0-18,5
2023-06-26,Diabetes,66+,6
2023-06-26,Pneumonia,19-35,10
2023-06-26,Flu,66+,1
2023-06-27,Diabetes,51-65,14
2023-06-27,Infections,nan,7
2023-06-27,Diabetes,19-35,6
2023-06-27,Infections,66+,10
2023-06-27,Pneumonia,19-35,6
2023-06-27,Pneumonia,66+,4
2023-06-27,Pneumonia,36-50,5
2023-06-27,Flu,51-65,13
2023-06-27,Pneumonia,nan,11
2023-06-27,Flu,51-65,10
2023-06-27,Infections,66+,12
2023-06-27,Cardiac Issues,nan,24
2023-06-27,Pneumonia,51-65,4
2023-06-27,Infections,51-65,1
2023-06-28,Pneumonia,51-65,13
2023-06-28,Pneumonia,36-50,5
2023-06-28,Cardiac Issues,19-35,17
2023-06-28,Flu,66+,14
2023-06-28,Infections,19-35,13
2023-06-29,Pneumonia,51-65,2
2023-06-29,Infections,nan,6
2023-06-29,Pneumonia,66+,11
2023-06-29,Cardiac Issues,0-18,24
2023-06-29,Pneumonia,19-35,3
2023-06-29,Cardiac Issues,36-50,25
2023-06-29,Flu,0-18,12
2023-06-29,Pneumonia,0-18,13
2023-06-29,Pneumonia,51-65,3
2023-06-30,Pneumonia,36-50,4
2023-06-30,Diabetes,19-35,1
2023-06-30,Infections,51-65,8
2023-06-30,Infections,nan,14
2023-06-30,Pneumonia,19-35,9
2023-06-30,Cardiac Issues,66+,25
2023-06-30,Diabetes,36-50,14
2023-06-30,Infections,66+,7
2023-06-30,Cardiac Issues,36-50,13
2023-06-30,Diabetes,51-65,8
2023-06-30,Cardiac Issues,0-18,11
2023-06-30,Flu,nan,7
2023-06-30,Cardiac Issues,0-18,28
2023-06-30,Infections,66+,10
2023-06-30,Infections,19-35,4
2023-06-30,Cardiac Issues,51-65,17
2023-07-01,Cardiac Issues,19-35,18
2023-07-01,Diabetes,36-50,4
2023-07-01,Flu,nan,1
2023-07-01,Cardiac Issues,36-50,16
2023-07-01,Flu,51-65,5
2023-07-01,Diabetes,66+,8
2023-07-01,Pneumonia,36-50,8
2023-07-01,Flu,19-35,8
2023-07-01,Diabetes,66+,6
2023-07-01,Cardiac Issues,66+,21
2023-07-01,Diabetes,0-18,10
2023-07-01,Cardiac Issues,0-18,16
2023-07-01,Pneumonia,36-50,13
2023-07-01,Cardiac Issues,36-50,23
2023-07-02,Pneumonia,nan,5
2023-07-02,Flu,0-18,1
2023-07-02,Cardiac Issues,51-65,11
2023-07-02,Flu,19-35,14
2023-07-02,Cardiac Issues,19-35,18
2023-07-02,Flu,36-50,11
2023-07-02,Infections,36-50,4
2023-07-02,Diabetes,0-18,6
2023-07-02,Cardiac Issues,51-65,16
2023-07-02,Infections,nan,7
2023-07-03,Cardiac Issues,66+,23
2023-07-03,Pneumonia,66+,14
2023-07-03,Pneumonia,19-35,6
2023-07-03,Cardiac Issues,19-35,20
2023-07-03,Cardiac Issues,19-35,16
2023-07-03,Infections,66+,13
2023-07-03,Infections,0-18,14
2023-07-03,Pneumonia,19-35,10
2023-07-03,Cardiac Issues,36-50,14
2023-07-03,Cardiac Issues,51-65,11
2023-07-03,Pneumonia,0-18,1
2023-07-03,Diabetes,0-18,6
2023-07-03,Infections,66+,10
2023-07-03,Infections,0-18,12
2023-07-03,Infections,19-35,10
2023-07-03,Flu,66+,1
2023-07-03,Pneumonia,51-65,5
2023-07-03,Diabetes,nan,13
2023-07-04,Infections,19-35,3
2023-07-04,Pneumonia,19-35,14
2023-07-04,Infections,51-65,2
2023-07-04,Infections,19-35,9
2023-07-04,Flu,0-18,8
2023-07-04,Flu,51-65,8
2023-07-04,Pneumonia,0-18,13
2023-07-04,Flu,36-50,3
2023-07-04,Diabetes,36-50,5
2023-07-04,Flu,36-50,3
2023-07-04,Diabetes,36-50,8
2023-07-04,Flu,nan,7
2023-07-04,Pneumonia,0-18,3
2023-07-04,Cardiac Issues,36-50,13
2023-07-05,Flu,nan,11
2023-07-05,Pneumonia,51-65,5
2023-07-05,Cardiac Issues,nan,11
2023-07-05,Diabetes,0-18,7
2023-07-05,Flu,51-65,7
2023-07-05,Flu,19-35,10
2023-07-05,Flu,36-50,8
2023-07-05,Flu,36-50,1
2023-07-05,Infections,19-35,1
2023-07-05,Pneumonia,51-65,13
2023-07-05,Cardiac Issues,51-65,22
2023-07-05,Diabetes,19-35,14
2023-07-05,Infections,51-65,11
2023-07-05,Infections,66+,12
2023-07-05,Flu,36-50,3
2023-07-05,Diabetes,nan,2
2023-07-05,Pneumonia,0-18,1
2023-07-06,Pneumonia,36-50,6
2023-07-06,Pneumonia,nan,12
2023-07-06,Pneumonia,66+,7
2023-07-06,Diabetes,66+,6
2023-07-06,Diabetes,36-50,4
2023-07-06,Diabetes,51-65,12
2023-07-06,Flu,66+,4
2023-07-06,Diabetes,nan,9
2023-07-06,Pneumonia,nan,6
2023-07-06,Flu,0-18,9
2023-07-06,Diabetes,0-18,8
2023-07-06,Flu,nan,6
2023-07-06,Flu,51-65,3
2023-07-06,Cardiac Issues,19-35,17
2023-07-06,Flu,36-50,7
2023-07-06,Flu,0-18,3
2023-07-07,Pneumonia,nan,7
2023-07-07,Infections,19-35,12
2023-07-07,Pneumonia,19-35,7
2023-07-07,Cardiac Issues,51-65,23
2023-07-07,Pneumonia,66+,2
2023-07-08,Cardiac Issues,0-18,25
2023-07-08,Diabetes,51-65,3
2023-07-08,Pneumonia,51-65,5
2023-07-08,Cardiac Issues,0-18,24
2023-07-08,Cardiac Issues,66+,16
2023-07-08,Cardiac Issues,0-18,11
2023-07-08,Cardiac Issues,51-65,17
2023-07-08,Flu,0-18,5
2023-07-08,Diabetes,66+,8
2023-07-08,Flu,36-50,14
2023-07-08,Diabetes,0-18,12
2023-07-08,Cardiac Issues,19-35,14
2023-07-08,Infections,nan,1
2023-07-09,Cardiac Issues,0-18,18
2023-07-09,Flu,51-65,12
2023-07-09,Pneumonia,51-65,7
2023-07-09,Infections,nan,2
2023-07-09,Flu,66+,2
2023-07-10,Pneumonia,66+,2
2023-07-10,Infections,19-35,10
2023-07-10,Pneumonia,66+,2
2023-07-10,Diabetes,51-65,4
2023-07-10,Diabetes,51-65,6
2023-07-10,Flu,19-35,6
2023-07-10,Cardiac Issues,0-18,14
2023-07-10,Flu,36-50,14
2023-07-10,Flu,19-35,4
2023-07-10,Pneumonia,0-18,6
2023-07-11,Cardiac Issues,66+,12
2023-07-11,Infections,51-65,2
2023-07-11,Pneumonia,nan,14
2023-07-11,Diabetes,51-65,9
2023-07-11,Infections,36-50,12
2023-07-11,Flu,66+,5
2023-07-11,Pneumonia,0-18,9
2023-07-11,Pneumonia,36-50,12
2023-07-11,Pneumonia,51-65,14
2023-07-11,Flu,19-35,14
2023-07-11,Cardiac Issues,51-65,21
2023-07-11,Diabetes,0-18,7
2023-07-11,Diabetes,66+,12
2023-07-11,Flu,19-35,12
2023-07-11,Diabetes,19-35,14
2023-07-11,Infections,0-18,10
2023-07-11,Flu,nan,2
2023-07-11,Cardiac Issues,66+,25
2023-07-12,Pneumonia,nan,2
2023-07-12,Flu,19-35,6
2023-07-12,Flu,0-18,2
2023-07-12,Flu,nan,7
2023-07-12,Infections,36-50,8
2023-07-12,Pneumonia,0-18,9
2023-07-12,Flu,0-18,13
2023-07-13,Pneumonia,19-35,6
2023-07-13,Infections,66+,5
2023-07-13,Pneumonia,51-65,6
2023-07-13,Cardiac Issues,66+,17
2023-07-13,Infections,19-35,6
2023-07-13,Pneumonia,36-50,9
2023-07-13,Pneumonia,36-50,8
2023-07-13,Pneumonia,19-35,10
2023-07-13,Diabetes,51-65,5
2023-07-13,Diabetes,36-50,10
2023-07-13,Diabetes,nan,10
2023-07-14,Infections,51-65,6
2023-07-14,Pneumonia,0-18,13
2023-07-14,Infections,0-18,4
2023-07-14,Diabetes,19-35,8
2023-07-14,Cardiac Issues,19-35,27
2023-07-15,Pneumonia,0-18,13
2023-07-15,Infections,36-50,4
2023-07-15,Pneumonia,0-18,1
2023-07-15,Pneumonia,0-18,9
2023-07-15,Pneumonia,36-50,9
2023-07-15,Infections,nan,13
2023-07-15,Infections,19-35,14
2023-07-15,Infections,51-65,9
2023-07-15,Cardiac Issues,nan,17
2023-07-15,Infections,19-35,6
2023-07-15,Cardiac Issues,19-35,20
2023-07-15,Cardiac Issues,0-18,23
2023-07-15,Cardiac Issues,51-65,13
2023-07-15,Pneumonia,0-18,2
2023-07-15,Infections,nan,12
2023-07-15,Flu,51-65,9
2023-07-15,Pneumonia,nan,2
2023-07-15,Diabetes,36-50,8
2023-07-15,Flu,nan,5
2023-07-16,Cardiac Issues,19-35,26
2023-07-16,Cardiac Issues,66+,12
2023-07-16,Infections,19-35,9
2023-07-16,Pneumonia,0-18,11
2023-07-16,Pneumonia,0-18,14
2023-07-16,Infections,0-18,6
2023-07-16,Pneumonia,19-35,3
2023-07-16,Infections,0-18,2
2023-07-16,Flu,51-65,8
2023-07-16,Infections,66+,6
2023-07-16,Diabetes,66+,12
2023-07-16,Flu,51-65,3
2023-07-16,Diabetes,0-18,13
2023-07-16,Cardiac Issues,51-65,23
2023-07-16,Flu,36-50,11
2023-07-16,Cardiac Issues,51-65,18
2023-07-16,Flu,0-18,8
2023-07-16,Pneumonia,66+,1
2023-07-16,Pneumonia,19-35,11
2023-07-17,Cardiac Issues,66+,20
2023-07-17,Diabetes,66+,6
2023-07-17,Pneumonia,19-35,5
2023-07-17,Cardiac Issues,51-65,26
2023-07-17,Infections,51-65,3
2023-07-17,Cardiac Issues,19-35,21
2023-07-17,Cardiac Issues,19-35,13
2023-07-17,Cardiac Issues,19-35,27
2023-07-17,Cardiac Issues,19-35,23
2023-07-18,Pneumonia,0-18,8
2023-07-18,Pneumonia,51-65,2
2023-07-18,Diabetes,36-50,2
2023-07-18,Cardiac Issues,66+,16
2023-07-18,Pneumonia,36-50,13
2023-07-18,Diabetes,51-65,14
2023-07-18,Diabetes,51-65,4
2023-07-18,Flu,nan,8
2023-07-18,Cardiac Issues,66+,14
2023-07-18,Pneumonia,36-50,14
2023-07-19,Flu,0-18,3
2023-07-19,Diabetes,51-65,11
2023-07-19,Infections,51-65,8
2023-07-19,Pneumonia,nan,14
2023-07-19,Flu,51-65,5
2023-07-19,Diabetes,51-65,1
2023-07-19,Pneumonia,nan,10
2023-07-19,Infections,36-50,11
2023-07-19,Cardiac Issues,66+,15
2023-07-19,Diabetes,19-35,10
2023-07-19,Diabetes,nan,7
2023-07-19,Pneumonia,nan,7
2023-07-20,Pneumonia,36-50,3
2023-07-20,Flu,0-18,10
2023-07-20,Cardiac Issues,nan,20
2023-07-20,Flu,51-65,7
2023-07-20,Diabetes,36-50,3
2023-07-20,Flu,19-35,5
2023-07-20,Diabetes,51-65,6
2023-07-20,Cardiac Issues,19-35,20
2023-07-20,Flu,19-35,9
2023-07-20,Diabetes,36-50,14
2023-07-20,Cardiac Issues,66+,19
2023-07-21,Diabetes,66+,13
2023-07-21,Cardiac Issues,19-35,20
2023-07-21,Pneumonia,66+,9
2023-07-21,Diabetes,66+,11
2023-07-21,Diabetes,66+,2
2023-07-21,Cardiac Issues,66+,22
2023-07-21,Pneumonia,36-50,14
2023-07-21,Diabetes,19-35,13
2023-07-21,Cardiac Issues,19-35,25
2023-07-21,Diabetes,0-18,6
2023-07-21,Infections,nan,8
2023-07-22,Pneumonia,0-18,3
2023-07-22,Flu,36-50,2
2023-07-22,Flu,nan,7
2023-07-22,Pneumonia,0-18,10
2023-07-22,Pneumonia,19-35,4
2023-07-22,Flu,51-65,8
2023-07-23,Infections,nan,11
2023-07-23,Flu,0-18,6
2023-07-23,Cardiac Issues,51-65,12
2023-07-23,Infections,19-35,11
2023-07-23,Cardiac Issues,19-35,15
2023-07-23,Flu,nan,7
2023-07-23,Infections,nan,3
2023-07-23,Cardiac Issues,0-18,22
2023-07-23,Pneumonia,19-35,4
2023-07-23,Infections,66+,3
2023-07-23,Diabetes,19-35,8
2023-07-23,Infections,66+,1
2023-07-23,Pneumonia,0-18,8
2023-07-23,Diabetes,66+,4
2023-07-24,Flu,19-35,5
2023-07-24,Pneumonia,51-65,14
2023-07-24,Cardiac Issues,19-35,15
2023-07-24,Pneumonia,19-35,5
2023-07-24,Diabetes,51-65,13
2023-07-24,Pneumonia,19-35,3
2023-07-24,Pneumonia,nan,9
2023-07-24,Pneumonia,36-50,1
2023-07-24,Cardiac Issues,nan,12
2023-07-24,Diabetes,nan,13
2023-07-24,Cardiac Issues,19-35,21
2023-07-24,Flu,nan,5
2023-07-24,Diabetes,36-50,7
2023-07-24,Diabetes,19-35,2
2023-07-24,Pneumonia,66+,12
2023-07-24,Diabetes,36-50,9
2023-07-24,Pneumonia,0-18,7
2023-07-24,Flu,19-35,8
2023-07-25,Cardiac Issues,66+,11
2023-07-25,Flu,36-50,8
2023-07-25,Diabetes,36-50,10
2023-07-25,Pneumonia,66+,11
2023-07-25,Pneumonia,0-18,9
2023-07-25,Cardiac Issues,66+,12
2023-07-26,Flu,19-35,12
2023-07-26,Pneumonia,0-18,14
2023-07-26,Flu,19-35,2
2023-07-26,Flu,19-35,4
2023-07-26,Diabetes,36-50,4
2023-07-26,Flu,0-18,11
2023-07-26,Infections,36-50,5
2023-07-26,Infections,19-35,14
2023-07-26,Diabetes,66+,2
2023-07-26,Cardiac Issues,36-50,24
2023-07-26,Infections,19-35,9
2023-07-26,Diabetes,66+,1
2023-07-26,Diabetes,0-18,6
2023-07-26,Pneumonia,66+,9
2023-07-26,Flu,0-18,14
2023-07-26,Infections,19-35,2
2023-07-26,Flu,19-35,4
2023-07-27,Flu,51-65,13
2023-07-27,Cardiac Issues,nan,19
2023-07-27,Diabetes,36-50,5
2023-07-27,Cardiac Issues,66+,26
2023-07-27,Flu,nan,14
2023-07-27,Infections,36-50,6
2023-07-28,Pneumonia,36-50,14
2023-07-28,Cardiac Issues,19-35,20
2023-07-28,Diabetes,66+,9
2023-07-28,Infections,36-50,2
2023-07-28,Pneumonia,0-18,9
2023-07-28,Flu,19-35,3
2023-07-28,Flu,0-18,7
2023-07-28,Pneumonia,nan,11
2023-07-28,Flu,36-50,12
2023-07-28,Flu,0-18,2
2023-07-28,Diabetes,51-65,4
2023-07-28,Infections,19-35,10
2023-07-29,Pneumonia,0-18,7
2023-07-29,Flu,66+,2
2023-07-29,Pneumonia,66+,5
2023-07-29,Pneumonia,19-35,7
2023-07-29,Flu,36-50,14
2023-07-30,Diabetes,51-65,11
2023-07-30,Infections,51-65,13
2023-07-30,Infections,0-18,13
2023-07-30,Cardiac Issues,0-18,17
2023-07-30,Cardiac Issues,66+,21
2023-07-31,Infections,36-50,10
2023-07-31,Pneumonia,51-65,8
2023-07-31,Cardiac Issues,51-65,18
2023-07-31,Infections,0-18,10
2023-07-31,Infections,0-18,10
2023-07-31,Flu,66+,9
2023-07-31,Infections,0-18,12
2023-07-31,Flu,0-18,7
2023-07-31,Diabetes,19-35,5
2023-07-31,Cardiac Issues,19-35,14
2023-07-31,Flu,19-35,9
2023-07-31,Pneumonia,19-35,11
2023-07-31,Diabetes,19-35,9
2023-07-31,Cardiac Issues,19-35,16
2023-07-31,Diabetes,0-18,11
2023-07-31,Infections,nan,12
2023-07-31,Infections,66+,3
2023-07-31,Cardiac Issues,36-50,24
2023-08-01,Infections,nan,9
2023-08-01,Cardiac Issues,51-65,12
2023-08-01,Cardiac Issues,nan,23
2023-08-01,Flu,36-50,13
2023-08-01,Diabetes,0-18,13
2023-08-01,Pneumonia,51-65,4
2023-08-01,Pneumonia,66+,13
2023-08-01,Diabetes,66+,10
2023-08-01,Infections,51-65,13
2023-08-01,Flu,19-35,8
2023-08-01,Pneumonia,36-50,5
2023-08-01,Pneumonia,66+,9
2023-08-02,Diabetes,51-65,3
2023-08-02,Cardiac Issues,nan,25
2023-08-02,Pneumonia,nan,10
2023-08-02,Pneumonia,0-18,11
2023-08-02,Cardiac Issues,51-65,28
2023-08-02,Cardiac Issues,0-18,23
2023-08-02,Pneumonia,nan,9
2023-08-02,Infections,51-65,12
2023-08-02,Diabetes,nan,10
2023-08-02,Pneumonia,19-35,4
2023-08-02,Diabetes,nan,14
2023-08-03,Diabetes,66+,13
2023-08-03,Diabetes,19-35,10
2023-08-03,Infections,66+,4
2023-08-03,Diabetes,19-35,6
2023-08-03,Cardiac Issues,nan,16
2023-08-03,Pneumonia,nan,10
2023-08-03,Diabetes,36-50,11
2023-08-03,Diabetes,0-18,4
2023-08-03,Infections,nan,3
2023-08-03,Diabetes,19-35,10
2023-08-03,Pneumonia,51-65,9
2023-08-04,Infections,19-35,4
2023-08-04,Flu,36-50,8
2023-08-04,Cardiac Issues,nan,14
2023-08-04,Diabetes,51-65,10
2023-08-04,Flu,66+,9
2023-08-04,Infections,51-65,12
2023-08-04,Infections,0-18,6
2023-08-04,Cardiac Issues,36-50,27
2023-08-04,Flu,nan,12
2023-08-04,Flu,66+,7
2023-08-04,Cardiac Issues,19-35,25
2023-08-04,Flu,0-18,13
2023-08-04,Diabetes,51-65,7
2023-08-04,Cardiac Issues,nan,13
2023-08-04,Diabetes,51-65,14
2023-08-04,Flu,51-65,14
2023-08-04,Infections,nan,3
2023-08-04,Diabetes,19-35,1
2023-08-04,Infections,nan,11
2023-08-05,Infections,0-18,11
2023-08-05,Cardiac Issues,51-65,27
2023-08-05,Diabetes,nan,7
2023-08-05,Flu,51-65,3
2023-08-05,Cardiac Issues,36-50,29
2023-08-05,Infections,51-65,12
2023-08-05,Diabetes,51-65,3
2023-08-05,Pneumonia,51-65,8
2023-08-05,Diabetes,19-35,12
2023-08-05,Pneumonia,36-50,5
2023-08-05,Diabetes,66+,4
2023-08-05,Flu,nan,9
2023-08-05,Cardiac Issues,66+,22
2023-08-06,Pneumonia,51-65,2
2023-08-06,Pneumonia,66+,1
2023-08-06,Infections,19-35,4
2023-08-06,Flu,19-35,2
2023-08-06,Diabetes,51-65,2
2023-08-06,Pneumonia,66+,11
2023-08-06,Diabetes,51-65,8
2023-08-06,Infections,0-18,14
2023-08-06,Flu,0-18,12
2023-08-06,Cardiac Issues,36-50,16
2023-08-06,Flu,0-18,10
2023-08-06,Infections,nan,14
